Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
THANH DAT INVESTMENT HOUSE TRADING,VT:VHH,VHH.HNO,7/28/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Thanh DAT Investment House Trading,Active
THANH HA PRDN.& IMX.,VT:HFX,HFX.HNO,11/24/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Thanh Ha Production and Import Export,Active
THANH HOA BEER,VT:THB,THB.HN,12/31/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Beverages,Thanh Hoa Beer,Active
THANH HOA MEDICAL MATERIALS PHARMACEUTICAL,VT:DTH,DTH.HNO,4/21/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Thanh Hoa Medical Materials Pharmaceutical,Active
THANH HOA PETROLEUM CONSTRUCTION,VT:PVH,PVH.HNO,5/23/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Thanh Hoa Petroleum Construction,Active
THANH HOA UCI.&. ENVM.,VT:THU,THU.HNO,5/13/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Thanh Hoa UCI and Environment,Active
THANH HOA WATER SUPPLY,VT:THN,THN.HNO,4/3/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Thanh Hoa Water Supply,Active
THANH LE GENERAL IMPORT- EXPORT,VT:TLP,TLP.HNO,12/8/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Thanh Le General Import- Export,Active
THANH NAM CONSTR,VT:CSC,CSC.HN,11/4/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Thanh Nam Construccion,Active
THANH NAM GROUP,VT:TNI,TNI.HM,5/29/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Thanh Nam Group,Active
THANH THAI GROUP,VT:KKC,KKC.HN,8/21/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Thanh Thai Group,Active
THANH THANH,VT:TTC,TTC.HN,3/2/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Thanh Thanh,Active
THANH THANH CONG - BIEN HOA,VT:SBT,SBT.HM,2/25/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Thanh Thanh Cong - Bien Hoa,Active
THANH THANH CONG TOURIST,VT:VNG,VNG.HM,12/17/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Travel and Leisure,Thanh Thanh Cong Tourist,Active
THANH TRI GARMENT,VT:TTG,TTG.HNO,4/22/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Thanh Tri Garment,Active
THE PAN GROUP,VT:PAN,PAN.HM,7/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,The Pan Group,Active
THE SOUTHERN FERTILIZER,VT:SFG,SFG.HM,12/1/2014,2014,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,The Southern Fertilizer,Active
THE STHN.RUB.INDUSTRY,VT:CSM,CSM.HM,8/11/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Automobiles and Parts,The Southern Rubber Industry,Active
THE VAN CARGOES & FRT. LOGIST.,VT:VNT,VNT.HN,8/14/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,The Van Cargoes and Foreign Trade Logistics,Active
THE VEGETEXCO PORT,VT:VGP,VGP.HN,9/5/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,The Vegetexco Port,Active
THE VTM.NAT.GEN.EXIM.,VT:TH1,TH1.HNO,11/16/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,The Vietnam National General Export-Import,Active
THI NAI PORT,VT:TNP,TNP.HNO,12/23/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,THI Nai Port,Active
THIEN LONG GROUP,VT:TLG,TLG.HM,3/26/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Support Services,Thien Long Group,Active
THIEN NAM TRDG.IMX.CORP.,VT:TNA,TNA.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food and Drug Retailers,Thien Nam Trading Import Export Corporation,Active
THIEN QUANG GROUP,VT:ITQ,ITQ.HN,10/1/2012,2012,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Thien Quang Group,Active
THIEN VIET SECURITIES,VT:TVS,TVS.HM,1/15/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Thien Viet Securities,Active
THINH VUONG ELEC. CONIV. &.TRDG.,VT:TV6,TV6.HNO,5/21/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Thinh Vuong Electric Coniv and Trading,Active
THONG NHAT,VT:BAX,BAX.HN,3/24/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Thong Nhat,Active
THONG NHAT FLAT STEEL,VT:TNS,TNS.HNO,1/6/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Thong Nhat Flat Steel,Active
THONG NHAT RUBBER,VT:TNC,TNC.HM,8/22/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Chemicals,Thong Nhat Rubber,Active
THOUNGDINH FOOTWEAR,VT:GTD,GTD.HNO,3/24/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Thoungdinh Footwear,Active
THU DAU MOT WATE,VT:TDM,TDM.HM,4/5/2016,2016,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Thu Dau MOT Wate,Active
THU DUC CENTRIFUGAL CONCRETE,VT:BTD,BTD.HNO,3/2/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Thu Duc Centrifugal Concrete,Active
THU DUC HOUSING DEV.,VT:TDH,TDH.HM,7/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Thu Duc Housing Development,Active
THU DUC STEEL,VT:TDS,TDS.HNO,11/3/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Thu Duc Steel,Active
THU DUC TRADING,VT:TMC,TMC.HN,6/25/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Support Services,Thu Duc Trading,Active
THU DUC WATER SUPPLY,VT:TDW,TDW.HM,11/11/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Thu Duc Water Supply,Active
THUA THIEN CONSTRUCTION,VT:HUB,HUB.HM,2/26/2019,2019,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Thua Thien Construction,Active
THUA THIEN HUE WATER SUPPLY JSC,VT:HWS,HWS.HNO,8/9/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Thua Thien Hue Water Supply JSC,Active
THUAN AN COFFEE,VT:TAN,TAN.HNO,9/23/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Thuan An Coffee,Active
THUAN AN WOOD PROCESSING,VT:GTA,GTA.HM,11/6/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Thuan An Wood Processing,Active
THUAN DUC JOINT STOCK COMPANY,VT:TDP,TDP.HM,11/12/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,General Industrials,Thuan Duc Joint Stock Company,Active
THUAN PHUOC SEAFD. &. TRDCP.,VT:THP,THP.HNO,11/22/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Thuan Phuoc Seafoods and TRDCP,Active
THUAN THAO,VT:GTT,GTT.HNO,6/30/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,Thuan Thao,Active
THUONG PHU,VT:CTP,CTP.HN,7/28/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Thuong Phu,Active
TIASANG BATTERY,VT:TSB,TSB.HN,1/19/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,Automobiles and Parts,Tiasang Battery,Active
TIEN BO GROUP,VT:TTB,TTB.HM,1/26/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Tien BO Group,Active
TIEN GIANG INV.&CON.,VT:THG,THG.HM,7/28/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Tien Giang Investment and Construction,Active
TIEN GIANG PACKA,VT:BTG,BTG.HNO,7/15/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Tien Giang Packa,Active
TIEN LEN STEEL,VT:TLH,TLH.HM,3/16/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Tien Len Steel,Active
TIEN PHONG COMMERCIAL,VT:TPB,TPB.HM,4/19/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Banks,Tien Phong Commercial,Active
TIEN PHONG PLAST,VT:NTP,NTP.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Tien Phong Plast,Active
TIEN PHONG SECURITIES,VT:ORS,ORS.HM,4/17/2019,2019,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Tien Phong Securities,Active
TIEN SON THANH HOA,VT:AAT,AAT.HM,3/24/2021,2021,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Personal Goods,Tien Son Thanh Hoa,Active
TIEN THANH SERVICE AND TRADING,VT:TTH,TTH.HN,10/26/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,General Retailers,Tien Thanh Service and Trading,Active
TIEN TRUNG INVESTMENT CON.& TECH.,VT:TTZ,TTZ.HN,1/29/2013,2013,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Tien Trung Investment Construction and Technology,Active
TIN NGHIA,VT:TID,TID.HNO,12/13/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Tin Nghia,Active
TIN NGHIA INPK.DEV.,VT:TIP,TIP.HM,6/6/2016,2016,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Tin Nghia Inpk Development,Active
TIPHARCO PHARMACEUTICAL,VT:DTG,DTG.HN,3/24/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Tipharco Pharmaceutical,Active
TKV IND.& MINE INV. CNSL.,VT:TVM,TVM.HNO,4/28/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,TKV Industry and Mine Investment Consulting,Active
TMT MOTORS,VT:TMT,TMT.HM,1/22/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Engineering,TMT Motors,Active
TNG INVESTMENT & TRDG.,VT:TNG,TNG.HN,11/22/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,-,TNG Investment and Trading,Active
TNS HOLDINGS,VT:TN1,TN1.HM,5/30/2019,2019,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,TNS Holdings,Active
TNT GROUP,VT:TNT,TNT.HM,5/21/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,TNT Group,Active
TOCHAU,VT:TCJ,TCJ.HNO,6/21/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Tochau,Active
TON DONG A,VT:GDA,GDA.HNO,9/7/2023,2023,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Ton Dong A,Active
TOP ONE ALLOT,VT:TOP,TOP.HNO,7/23/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Top One Allot,Active
TRA VINH ELECTRIC DEVELOPMENT,VT:DTV,DTV.HNO,3/31/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electricity,TRA Vinh Electric Development,Active
TRACIMEXCO - SUPP. CHAINS &.AG.SVS.,VT:TRS,TRS.HNO,9/18/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Tracimexco - Supply Chains and Agency Services,Active
TRACO TRANSPORT NO1,VT:TR1,TR1.HNO,8/25/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Traco Transport No1,Active
TRAN.&.IND.DVIT.,VT:TCD,TCD.HM,5/26/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Transport and Industry Development Investment,Active
TRAN.ENGR.DSGN. INCO.,VT:TED,TED.HNO,5/10/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Transport Engineering Design Incorporated,Active
TRANG,VT:TFC,TFC.HN,12/3/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Trang,Active
TRANIMEXCO TRSP.IMT. EXPT.AND CON.,VT:TNM,TNM.HNO,10/27/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Tranimexco Transportation Import Export and Construction,Active
TRANOC OMON WATER SUPPLY,VT:TOW,TOW.HNO,5/30/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Tranoc Omon Water Supply,Active
TRANSIMEX,VT:TMS,TMS.HM,7/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Transimex,Active
TRANSIMEX TRANSPORTATION,VT:TOT,TOT.HN,7/17/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Transimex Transportation,Active
TRANSPORT & CHARTERING,VT:VFR,VFR.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Transport and Chartering,Active
TRANSPORT ENGINE,VT:NTB,NTB.HNO,5/17/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Transport Engine,Active
TRANSPORT INVEST,VT:TVG,TVG.HNO,7/20/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Transport Invest,Active
TRANSPORTATION A,VT:TJC,TJC.HN,12/31/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Transportation A,Active
TRAPHACO,VT:TRA,TRA.HM,11/26/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Traphaco,Active
TRAPHACO HIGH TECH,VT:CNC,CNC.HNO,7/1/2014,2014,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Traphaco High Technology,Active
TRI VIET ASSET M,VT:TVC,TVC.HN,9/23/2014,2014,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),Tri Viet Asset M,Active
TRI VIET EDUCATION GROUP,VT:CAR,CAR.HNO,7/13/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Tri Viet Education Group,Active
TRI VIET SECURITIES,VT:TVB,TVB.HM,6/18/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Tri Viet Securities,Active
TRUNG AN HT.FRMG. JSC.,VT:TAR,TAR.HN,2/20/2019,2019,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Trung An Hi-Tech Farming Joint Stock Company,Active
TRUNG AN WATER SUPPLY,VT:TAW,TAW.HNO,3/15/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Trung An Water Supply,Active
TRUNG DO JOINT STOCK COMPANY,VT:TDF,TDF.HNO,5/25/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Trung do Joint Stock Company,Active
TRUONG LNG.ENGR.&AUTO,VT:HTL,HTL.HM,1/10/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Engineering,Truong Long Engineering and Auto,Active
TRUONG PHU,VT:TGP,TGP.HNO,8/24/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Technology Hardware and Equipment,Truong Phu,Active
TRUONG THANH FURNITURE,VT:TTF,TTF.HM,2/18/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Truong Thanh Furniture,Active
TRUONG THINH ENERGY INVESTMENT,VT:TTE,TTE.HM,12/10/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Truong Thinh Energy Investment,Active
TRUONG TIEN GROUP,VT:MPT,MPT.HNO,1/15/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Truong Tien Group,Active
TRUONGSON TOURISM,VT:TSD,TSD.HNO,7/3/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,Truongson Tourism,Active
TRVL.INV.& SFO. DECO.,VT:DAT,DAT.HM,11/5/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Travel Investment and Seafood Development Corporation,Active
TU LIEM URBAN DEV.,VT:NTL,NTL.HM,12/21/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Tu Liem Urban Development,Active
TU LIEM URBAN EN,VT:MTL,MTL.HNO,5/11/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Tu Liem Urban En,Active
TUNG KHANH TRADING AND MANUFACTURING,VT:TKG,TKG.HN,4/9/2021,2021,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Tung Khanh Trading and Manufacturing,Active
TUNG KUANG INDUSTRIAL,VT:TKU,TKU.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Tung Kuang Industrial,Active
TV PHARM PHARAMCEUTICAL,VT:TVP,TVP.HNO,8/17/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Television Pharmaceutical Pharamceutical,Active
UNDERGROUND WORK,VT:CTN,CTN.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Underground Work,Active
UNION OF SURVEY AND CONSTRUCTION,VT:USC,USC.HNO,2/6/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Union of Survey and Construction,Active
URBAN DEVELOPMENT & CON.,VT:UDC,UDC.HNO,7/5/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Urban Development and Construction,Active
V POWER INV.AND DEV.,VT:VPC,VPC.HNO,10/7/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Retailers,V Power Investment and Development,Active
VAN DIEN FUSED MAGNESIUM PHOSPHATE FERTILIZER,VT:VAF,VAF.HM,6/23/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Van Dien Fused Magnesium Phosphate Fertilizer,Active
VAN LANG TECHNOL,VT:VLA,VLA.HN,8/4/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Software and Computer Services,Van Lang Technol,Active
VAN PHAT HUNG,VT:VPH,VPH.HM,9/9/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Van Phat Hung,Active
VAN PHU INVEST INVESTMENT,VT:VPI,VPI.HM,11/28/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Van Phu Invest Investment,Active
VCC ENGINEERING CONSULTANTS,VT:CCV,CCV.HNO,2/23/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,VCC Engineering Consultants,Active
VETVACO NATIONAL VETERINARY JSC,VT:VXP,VXP.HNO,10/22/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Vetvaco National Veterinary JSC,Active
VEXILLA VIET NAM,VT:SVN,SVN.HN,7/26/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vexilla Viet Nam,Active
VI TE VTM.TELECOM. TECH. JSC,VT:VIE,VIE.HNO,5/6/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Technology Hardware and Equipment,VI TE Vietnam Telecommunications Technology JSC,Active
VICEM BUT SON CE,VT:BTS,BTS.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Vicem BUT Son CE,Active
VICEM CEMENT TRADING,VT:TMX,TMX.HN,11/16/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Vicem Cement Trading,Active
VICEM GYPSUM AND,VT:TXM,TXM.HN,12/29/2006,2006,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vicem Gypsum and,Active
VICEM HA TIEN CEMENT,VT:HT1,HT1.HM,11/13/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Vicem Ha Tien Cement,Active
VICEM HAI VAN CEMENT,VT:HVX,HVX.HM,9/28/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Vicem Hai Van Cement,Active
VICEM HOANG MAI,VT:HOM,HOM.HN,7/9/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Vicem Hoang Mai,Active
VICEM MATERIALS,VT:VTV,VTV.HN,12/29/2006,2006,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vicem Materials,Active
VICEM PACKAGING,VT:BPC,BPC.HN,1/1/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Vicem Packaging,Active
VICEM PACKAGING,VT:BBS,BBS.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Vicem Packaging,Active
VICOSTONE,VT:VCS,VCS.HN,12/31/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vicostone,Active
VICTORY CAPITAL,VT:PTL,PTL.HM,9/22/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Victory Capital,Active
VIDAMO PETROCHEMICAL,VT:PVO,PVO.HNO,3/4/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Vidamo Petrochemical,Active
VIDIPHA CENTRAL PHARMACEUTICAL,VT:VDP,VDP.HM,8/15/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Vidipha Central Pharmaceutical,Active
VIEN DONG INVDV.TRADING,VT:VID,VID.HM,12/29/2006,2006,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Forestry and Paper,Vien Dong Investment Development Trading,Active
VIEN LIEN,VT:UNI,UNI.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Technology Hardware and Equipment,Vien Lien,Active
VIET BRAND INVEST JSC,VT:ABR,ABR.HM,6/29/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Viet Brand Invest JSC,Active
VIET CAPITAL COMMERCIAL,VT:BVB,BVB.HNO,7/9/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Banks,Viet Capital Commercial,Active
VIET DRAGON SECURITIES,VT:VDS,VDS.HM,8/24/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Viet Dragon Securities,Active
VIET DUC WELDING,VT:QHD,QHD.HN,4/22/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Viet Duc Welding,Active
VIET FIRST SECURITIES CORPORATION,VT:VFS,VFS.HN,7/1/2020,2020,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),Viet First Securities Corporation,Active
VIET NAM BOOKS,VT:VNB,VNB.HNO,7/15/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Media,Viet Nam Books,Active
VIET NAM CONSTRUCTION NO11,VT:V11,V11.HNO,12/31/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Viet Nam Construction NO11,Active
VIET NAM ENTECO,VT:GMA,GMA.HN,12/1/2020,2020,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Viet Nam Enteco,Active
VIET NAM FORESTRY CORPORATION,VT:VIF,VIF.HN,1/12/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Forestry and Paper,Viet Nam Forestry Corporation,Active
VIET NAM FUMIGATION,VT:VFG,VFG.HM,12/17/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Viet Nam Fumigation,Active
VIET NAM HERBS &. FDS. JSC.,VT:VHE,VHE.HN,1/14/2019,2019,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Viet Nam Herbs and Foods Joint Stock Company,Active
VIET NAM HYDRAULIC ENGINEERING,VT:HEJ,HEJ.HNO,7/14/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Viet Nam Hydraulic Engineering,Active
VIET NAM INDUSTR,VT:VIG,VIG.HN,12/1/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),Viet Nam Industr,Active
VIET NAM INDUSTRIAL CONSTRUCTION,VT:VVN,VVN.HNO,10/17/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Viet Nam Industrial Construction,Active
VIET NAM INV.CON.&TRDG.,VT:CTX,CTX.HN,5/24/2012,2012,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Viet Nam Investment Construction and Trading,Active
VIET NAM LAND INV.,VT:VNI,VNI.HNO,9/9/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Viet Nam Land Investment,Active
VIET NAM NATIONAL,VT:AIC,AIC.HNO,1/8/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Nonlife Insurance,Viet Nam National,Active
VIET NAM NATIONAL PETROLEUM GROUP,VT:PLX,PLX.HM,4/21/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Viet Nam National Petroleum Group,Active
VIET NAM PETROLEUM TRANSPORT,VT:VIP,VIP.HM,4/19/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Viet Nam Petroleum Transport,Active
VIET NAM POWER DEVELOPMENT,VT:VPD,VPD.HM,4/12/2016,2016,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Viet Nam Power Development,Active
VIET NAM SEAPRODUCTS JOINT STOCK,VT:SEA,SEA.HNO,12/23/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Viet Nam Seaproducts Joint Stock,Active
VIET NAM TANKER,VT:VTO,VTO.HM,10/9/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Viet Nam Tanker,Active
VIET NAM TECHNOLOGY & TELECOMMUNICATION,VT:TTN,TTN.HNO,4/19/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Fixed Line Telecommunications,Viet Nam Technology and Telecommunication,Active
